threshold,model_id,provider_family,head,decisions,correct,empirical_precision,mean_raw_score,mean_corrected_score,corrected_gap,absolute_corrected_gap,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_median,bootstrap_n_task_clusters,test_success_prior,train_success_prior,prior_shift,prior_degenerate
0.9,gemini-3-pro-preview@gemini,Google/Gemini,failure,45,45,1.0,0.9276691675186157,0.8217223183183255,-0.17827768168167446,0.17827768168167446,-0.20014598443723045,-0.15842781326858302,-0.1781526209098867,16.0,0.5685393258426966,0.3188940688940689,0.24964525694862771,False
0.9,gpt-5-codex@openai,OpenAI,failure,146,122,0.8356164383561644,0.9567116498947144,0.9306037913888386,0.09498735303267425,0.09498735303267425,0.016991607271744133,0.19387426158960094,0.09374671618351471,39.0,0.4436781609195402,0.3225702083602951,0.12110795255924511,False
0.9,minimax-m2.1@openai,OpenAI,success,27,16,0.5925925925925926,0.9255278706550598,0.9154300664127987,0.3228374738202061,0.3228374738202061,0.09083687655421373,0.5507459501099626,0.31468782337187184,13.0,0.2968036529680365,0.3267102452915669,-0.02990659232353038,False
0.925,gemini-3-flash-preview@gemini,Google/Gemini,failure,69,66,0.9565217391304348,0.9400745630264282,0.8736132584022841,-0.08290848072815071,0.08290848072815071,-0.12352495813068998,-0.028266302955155264,-0.08491297110484336,24.0,0.5180180180180181,0.32036257688572356,0.1976554411322945,False
0.925,gemini-3-pro-preview@gemini,Google/Gemini,failure,36,36,1.0,0.9419140219688416,0.8528358717072064,-0.14716412829279357,0.14716412829279357,-0.16168461703154569,-0.13404554044081884,-0.1473123410444111,15.0,0.5685393258426966,0.3188940688940689,0.24964525694862771,False
0.95,gemini-3-pro-preview@gemini,Google/Gemini,failure,23,23,1.0,0.9594010710716248,0.893776053612603,-0.10622394638739696,0.10622394638739696,-0.1144352871888212,-0.09863977356316646,-0.10636142382245461,8.0,0.5685393258426966,0.3188940688940689,0.24964525694862771,False
